name,line
Jake," I don't slump, people. I opposite slump. I p-muls. That's ""slump"" backwards, and it's what I do. I p-muls all over this bitch."
Terry, Dismissed.
Amy, Slump.
Jake, P-muls!
Jake," Wait...Before you say anything, I want to guess what happened, based on your face. Someone died. No! You won a prize! I'm not getting better at this."
Holt, I'm concerned that the open cases mound of garbage on your desk has become so much higher than the closed cases mound of garbage.
Jake," All right, sir. Let me hit you with a little analogy. Are you familiar with racecars?"
Holt, Formula 1 or Stock?
Jake," That's already way more than I know about it. The point is, I'm a super-awesome race car who's hit a couple of unlucky speed bumps."
Holt, You got speed bumps on a race track?
Jake," Is that not part of car racing? It should be. All I'm saying is, it's open road again. I'm about to close a case. Missing grandma Helen Sterrino. Last Sunday, her grandson Judd reported she went out for bagels and never came back. [hands report to Holt] This morning, we picked up an old lady matching her description exactly. I showed her pictures of Judd, and she said, and I quote, [imitating old lady] 'That's my grandson.'"
Holt, What did I say about doing voices?
Jake," I'm a storyteller, sir. It's my craft. Anyways, grandson's coming in. They reunite, and I throw another case on the old ""Solved it"" pile. [puts file on a stack of other files and it falls off his desk] Hey my croissant. [picks up croissant that was under the stacks of papers then bangs it on the desk, showing it's rock solid, and proceeds to eat it]"
Amy," You wanted to see me, Captain?"
Holt," Yes, the D. A. wanted me to personally thank you for your work on the Jay Street drug bust."
Amy," That's why we do this, sir."
Holt, For praise?
Amy, Uh...
Holt, There's a community outreach program that's very important to me. I was wondering if you'd like to head it up.
Amy," Absolutely, sir. I won't just head it up, I will head and shoulders it up. I will dive in, swim around it, and just be altogether good with it."
Holt, Be more articulate when you speak to the children.
Amy," Yes, sir, I will make better mouth."
Charles," Hey, Sarge, I need someone to fill out a lineup. Will you be Scary Terry?"
Terry," Oh, I love being Scary Terry. He says what regular Terry's thinking."
Terry, This is takin' too long! I'm gonna miss the farmer's market!
Terry," But I'm too busy. I've got a special case I'm working on. Uh, Hitchcock, Boyle needs you to fill out a lineup."
Hitchcock," Oh, great. I'll take my shirt off."
Charles, No one asked you to take your shirt off. Stop volunteering to take your shirt off.
Hitchcock, I can't hear you! Shirt's over my ears.
Amy," Hi, Rosa. Ooh, I like your shoes. They're a really pretty--"
Rosa, What do you need?
Amy," --Color. Okay. You know how, every year, the precinct does that junior police program seminar?"
Rosa, That thing where we try to get a bunch of loser kids to become student snitches?
Amy," No, the thing where we try to get at-risk kids--"
Rosa, Losers.
Amy, To sign up to become junior police officers.
Rosa, Snitches. What about it?
Amy, Captain specifically asked me to run it this year. I signed you up to do it with me. Here's the info. [handing packet to Rosa]
Rosa, Now I gotta read something?
Gina, Greetings. Fine. I guess I can help you with those at-risk kids.
Amy," I don't need your help. It's nothing personal. It's just... You're not a cop, so I'm not really sure you could help."
Gina, Okay. No hard feelings. But I hate you. Not joking. Bye.
Jake," Ah, Mr. and Mrs. Terrino. I'm glad you're here. May I present to you... [imitates trumpet fanfare while showing the family the old lady]"
Old lady," Oh, my darlings. Thank god I found you. Oh, look at those beautiful cheeks."
Jake," What? No, she recognized you. This is Helen."
Old Lady, Who's Helen? Oh! That's my husband. Solomon. 
Charles, I'm--I'm not really her husband.
Old Lady, You're so much shorter than you used to be. What did the Japanese do to you?
Jake, Different generation.
Charles," Okay, this is Ethel Musterberg from the Prospect Heights Senior Center. There was an I.D. card in her back pocket."
Terry, Why was your hand in her back pocket?
Jake," Well, she told me she didn't have any I.D., and unlike Boyle, my first instinct was not to caress her butt."
Charles, Frisked! I frisked her butt!
Holt," It looks like this case remains unsolved, Peralta."
Jake," Oh, my god. I'm in a slump!"
Jake," Oh, cool. You're all here in the break room."
Rosa, You asked us to come in here.
Jake," What? Here's a hypothetical question. Let's say I knew someone that, for the first time in their career, was experiencing, like, a minor slump. What do you think you would suggest to that person if they were going through that?"
Charles," Well, I haven't really been in a slump since my divorce. So I'd tell this person, ""Maybe get divorced."" He'd have to get married first."
Jake," Okay, so the suggestion to beat is get married and then divorced. Rosa?"
Rosa," Fly to Montreal, hit a classy hotel bar, bone a stranger, slump over."
Jake," Wow, that sounds amazing."
Rosa, Yeah.
Jake," That's a good one. Sarge, what would you do?"
Terry," 10,000 sit-ups."
Jake," Okay, do you have a backup plan in case my hypothetical person can only do 9,500, or 3?"
Holt, What's going on in here?
Charles, We're helping Jake's friend get out of his slump.
Holt," Or try working a case until it's solved, Peralta. I always find that closing cases is the best way to end the slump."
Jake," Thank you, Captain!"
Terry," He's right. You just need a win. Pick your easiest, no-brainer case, and work it till it's done."
Jake, Fine! Right after I do Rosa's Montreal sex thing. That sounds fun.
Rosa, Yeah.
Amy," Okay, this is the Junior Police Program. AKA ""Mission Possible."" [clicks something and the TV starts playing spy music] Your mission, should you choose to accept it, [pointing at the kids as she walks back and forth] is to get your life back on track."
Gina, Narc!
Amy," Hey, Gina. What are you doing?"
Gina," Oh, hi, Amy. Since I have nothing to offer, and since I'm not a cop, I thought I'd just show up and learn."
Amy, Do you wanna help me out here?
Rosa," Nah, I think I'm good."
Amy," I know you think getting in trouble is cool. But let me show you what can happen if you continue down this path. [using a different voice] Hey, yo, I'm an at-risk kid, and I think it's cool to sell drugs."
Kid, Hold up--Why does the kid selling drugs sound like he's black?
Amy, He's not.
Gina," Well, why not? Are you saying that black people can't sell drugs?"
Amy," No, I'm not saying that."
Kid, We have a black president. Why can't black people sell drugs?
Amy, I'm so confused.
Gina, Black people can sell drugs!
Terry, Don't make me hit you again.
Terry, Um...I'm building this dollhouse for my girls. It's their birthday tomorrow. I told my wife I'd get it done.
Charles, I had the same exact one when I was a kid!
Little Girl," Mom, Charles is hogging my doll house!"
Kid Charles, Grandma bought it for the both of us!
Charles," You want some help, big man?"
Terry," No! I can do this. It's just driving me a little crazy. Where do I affix the princess tower, Boyle?! Where do I affix it?!"
Charles, On the side of the turret--
Terry," Not now, Boyle. Let a brother breathe. Let a brother breathe."
Hitchcock, Why would I swap cases with you? I got multiple calls that a guy in the Sackett Towers is dealing meth out of his apartment. It's a guaranteed arrest.
Jake," And therefore will have a ton of paperwork. Which I know you hate. I have a murder here with no leads and no evidence. It's unsolvable, and thus... shall have no paperwork."
Hitchcock," You had me at ""No paperwork."""
Jake," That was the very end of the sentence. All right, Boyle. Let's hit it."
Holt," So, where are you going, Peralta?"
Jake," I am on my way to ending the slump. I got a dunker, Captain. Nothin' but net."
Charles," Hey, slump, you're about to get nailed by the Jake Hammer."
Holt," So you haven't solved any of your old cases, and yet you've taken on a new one. I mean, shouldn't you at least solve this Helen Sterrino missing grandmother case first?"
Jake," Or I could solve a super easy one, get my mojo back, and move on to catching The Zodiac Killer. Am I getting ahead of myself?"
Charles," No, you are not, Jake Rabbit."
Jake, I like Jake Hammer better. Let's go. Ah.
Amy, I did not think getting these kids to sign up would be this hard.
Rosa, [scoffs] These kids don't wanna listen to you. You're like... Smart and articulate.
Amy, So are you! Why am I offended by that?
Rosa," They don't identify with you because you're not from the streets. I am. Follow, watch, learn. All right, listen up. [rips earbuds out of two girls ears] I know you think you're badasses. But deep down, you're scared. How do I know? Because I've been that same scared kid, and if you don't get your crap together, I'm gonna end up busting you and throwing you in jail. Got it?"
Kid," Remix, yo! "
Rosa, What's happening?
Amy, I think they're laughing at you.
Rosa, That's never happened before. I don't like it.
Jake," NYPD, hands where I can see them."
Old Man," Don't shoot! I was just practicing my minuets, but I'll hold it down."
Jake," All right, flute man, who else is in this apartment? Where's the dealer?"
Flute Man, I live here alone with my birds.
Jake," What, you don't think I know this M.O.? These are mules. They're drug mules. They're bird mule drugs. Drug bird mules."
Charles, Apartment's clear.
Jake, We got multiple calls about a dealer here.
Flute Man," I bet it's the silly kids down the hall. They love prank calling me. The only drugs in this apartment are for my heart, my liver, my kidney, my salivary glands, and my penis and my feet."
Charles," Oh, bird pooped on your shoulder. No, wait... Pooped on your head, then dripped onto your shoulder."
Charles," I'm telling you, it's good luck."
Jake," No, it isn't, okay? That's just something people say when a bird poops on you to make you feel better because it's terrible."
Hitchcock," Fore, comin' in!"
Jake," Oh, come on."
Hitchcock," I was at the crime scene. This guy comes up out of nowhere, confesses. Well, he says he's gotta make things right, so helps me track down his accomplices."
Jake," That is so great, man. Looks like everything's comin' up Hitchcock."
Gina," Hey, Jake. You busy?"
Jake," Yes, I very clearly am busy."
Gina, The medical examiner's office just called. They mishandled some evidence. So the D.A.'s gonna have to dismiss your last two busts.
Jake, Great. And the slump gets worse.
Gina," I don't think it's a slump. Honestly, you are straight-up cursed."
Jake," Good to know. Can you hand me a paper towel, please, Gina?"
Gina, There's no more left.
Jake," Yeah, that sounds right."
Jake, Hey.
Holt, You're dripping on my carpet.
Jake," Oh, don't worry, sir. It's just urinal water. Clean urinal water."
Charles, You could eat off his shirt.
Holt, Why would I ever eat off his shirt?
Jake," Look, sir, I don't know what's going on, but I think I'm cursed."
